split,n_trades,period_days,total_return_pct,ann_return_pct,ann_sharpe,max_drawdown_pct
TRAIN,21304,4098.0,3643.6779657597226,38.110365322899085,1.6692488229095255,-18.617609353555164
TEST,7132,1408.0,140.8225097461629,25.60769158116678,2.8112328265147206,-4.88108632200861
