portfolio_pct
-2.2115
-1.7338
-1.4835
-1.2413
-1.1905
-1.2337
-1.1264
-1.3682
-1.078
-1.277
-0.8437
-0.6482
-0.3437
-0.5663
-0.563
-0.964
-0.8506
-0.656
-1.3908
-0.7639
-0.919
-1.1953
-0.958
-1.0178
-0.8675
-0.7513
-0.6999
-0.8249
-1.7423
-1.2183
-1.1156
-1.7196
-2.3664
-1.9702
-1.9286
-1.8649
-1.6402
-1.6682
-1.3609
-1.3633
-1.0948
-1.1465
-1.174
-1.1502
-1.8504
-1.4985
-1.3612
-0.8688
-0.579
-0.6533
-1.4045
-0.9964
-0.6331
-1.247
-0.802
-1.6508
-1.7751
-1.7217
-1.2221
-1.1506
-1.1113
-0.6179
-0.5443
-0.6124
-0.0891
-0.1213
-0.116
-0.2408
-0.3424
-0.8538
-0.574
-0.2206
-0.3063
-0.2773
-0.4591
-0.7215
-0.5009
-0.0771
-0.2033
0.0275
0.0727
0.4034
0.6579
0.7323
0.6919
0.7719
-0.1924
0.4725
0.718
0.4097
0.4291
0.6321
1.0995
1.1183
1.1794
1.1776
1.1466
1.5725
1.5626
1.6134
1.8112
1.5421
2.2839
2.1697
2.006
2.1105
1.8138
1.8425
2.4505
2.7106
2.8296
2.7649
2.8758
3.0685
2.7345
2.8596
2.9902
3.0802
2.8847
2.9086
2.7637
2.8201
2.8
2.9475
2.673
2.399
2.4895
2.7389
2.8568
3.1478
3.1879
3.2507
2.9775
3.0596
3.826
3.8734
3.9593
4.0708
4.179
4.2653
4.4544
4.5721
4.7211
4.8612
4.846
4.5247
3.971
4.5313
4.04
6.1183
5.1766
5.3678
5.3518
5.6151
5.0149
5.0548
5.1265
4.3977
4.8382
5.2212
5.1602
5.3621
5.4527
5.5034
5.6028
5.4127
5.7778
5.8354
6.112
6.275
6.3991
6.5194
5.7565
5.8891
6.0447
6.645
6.7558
6.7906
6.8845
6.8675
6.9388
7.1418
6.9883
7.0072
7.5477
7.5899
7.8753
7.9557
7.9537
8.1628
8.2147
8.3214
8.4149
8.4872
8.5455
8.6258
8.5104
8.7399
8.6648
8.7514
9.0281
9.1599
9.1993
8.6988
9.2215
9.0104
8.7361
8.6184
8.804
8.589
8.6604
8.8619
9.0203
9.0415
8.926
8.6252
8.8951
8.8043
8.4933
8.384
8.0954
8.5905
8.7341
8.8179
8.9623
9.0326
9.1169
9.1935
9.3523
9.5269
9.2494
9.2746
8.9847
8.7258
9.4515
9.3722
9.625
9.6903
9.7968
9.8008
9.8752
9.7984
9.7976
9.9651
9.9661
10.0875
10.0238
9.9543
10.044
10.2696
10.359
10.4564
10.4834
10.5264
10.5011
10.5815
10.7724
10.8909
10.9925
11.0916
11.1167
11.0746
11.1357
11.1357
10.7711
10.6703
10.8841
10.8333
10.6952
10.8543
10.7984
10.8524
10.9238
10.8357
10.5184
10.644
10.7244
10.7617
10.6795
10.7196
11.0172
11.0541
10.6323
10.3332
10.4738
10.9419
11.0704
11.2697
11.4252
11.4035
11.4867
11.6218
11.7958
11.8569
11.8344
11.782
11.8085
12.0
11.6395
11.8663
11.8695
11.7562
11.7323
11.6788
12.1129
12.1828
12.2306
12.3117
12.143
12.1687
12.2364
12.487
12.5072
12.4438
12.1302
12.5327
12.7126
12.7532
13.0381
13.0241
13.1283
13.1471
13.2737
13.1643
13.0778
13.2141
13.0963
13.0767
12.8989
12.8622
12.6265
13.1678
13.2656
13.4038
13.4764
13.3373
13.1836
13.3336
13.134
13.1962
13.2734
13.4236
13.5574
13.5807
13.561
13.6707
13.7067
13.7879
13.5507
13.7078
13.7
13.6651
13.404
13.6054
13.7163
13.822
13.8987
13.836
13.8653
13.6776
13.5849
12.6608
12.5406
11.7724
11.826
12.0954
12.4584
12.3163
12.5903
12.7657
12.7362
12.6133
12.4396
12.6301
13.1756
13.2723
13.0905
13.4233
13.5552
13.5741
13.753
13.8744
13.768
13.969
14.1431
14.1844
13.822
14.5072
14.4251
14.2023
13.9171
14.1277
13.7447
13.7453
13.8887
14.2253
14.2295
14.3279
14.3114
14.9014
15.0687
15.0404
15.0843
15.029
14.9181
14.7044
14.7978
15.0776
15.2225
15.3289
15.3562
15.5232
15.3097
15.5146
15.3147
15.5943
14.8849
14.6313
14.3232
14.551
14.3967
14.3601
14.5877
14.5271
14.7141
14.7401
14.5728
14.7312
14.6723
15.0413
15.153
15.2937
15.4303
15.5885
15.8313
15.8045
15.8981
16.0793
16.0036
16.2193
15.9343
16.235
16.1828
16.2645
16.3835
16.5187
16.4862
16.5208
16.5235
16.588
16.478
16.5514
16.7584
16.7869
16.9171
16.9887
16.9016
16.9714
16.9371
16.7395
17.2687
17.2402
17.3499
17.3782
17.284
17.3567
17.4788
17.4295
17.0439
16.7153
17.027
17.0347
17.0521
17.0657
17.2258
17.3756
17.4147
17.4851
17.4659
17.4816
17.3149
17.3244
17.4656
17.3083
17.2615
17.1328
17.2605
17.3262
17.4418
17.5021
17.5947
17.407
17.4132
17.3361
17.457
17.8196
17.9357
17.9327
16.9493
17.2807
17.5541
17.8993
17.5742
17.7677
17.8644
17.7982
17.9289
17.9617
17.8236
17.8792
18.0539
17.8735
17.9048
17.937
18.0866
18.1018
18.1125
18.009
18.1481
18.2185
18.2717
18.0101
17.3708
