portfolio_pct
0.0018
0.0092
0.0489
0.1852
0.2463
0.3935
0.5202
0.4799
0.3901
0.4099
-0.1707
-0.3152
-0.2246
-0.2182
-0.178
-0.8579
-0.3051
0.1224
0.3736
0.3728
0.4512
0.2262
0.2368
0.2508
0.08
-0.0137
0.3416
0.4078
0.6793
0.7276
0.7847
0.4401
1.022
1.293
1.1452
0.9068
1.1855
1.1635
1.0451
0.3377
0.2221
0.3693
0.2034
0.4364
0.7966
0.8041
0.8361
0.8537
0.9164
1.0006
1.0734
1.3583
1.3364
1.4161
1.5817
1.5484
1.4292
1.6991
1.5356
1.4445
1.6486
1.6583
1.7345
1.6281
1.6013
1.5682
1.5835
1.5659
1.7759
1.8265
1.9088
2.0653
2.1058
2.145
2.205
1.8448
1.6362
1.6712
2.0093
2.2101
2.1439
2.3242
2.3335
2.1738
1.6373
1.6877
1.5653
1.6598
1.613
1.6305
1.5572
1.6025
1.6026
1.4566
1.547
1.4618
1.683
1.7713
1.7044
1.6337
2.0561
2.0699
1.9104
1.7199
1.5148
1.7561
1.6214
1.5248
1.6064
1.6452
1.628
1.4873
1.112
1.0775
1.3196
1.3355
1.59
1.3982
1.5722
1.7223
1.8139
1.8156
1.7994
1.9196
1.6884
1.5901
1.5894
1.7609
1.5406
1.7229
1.6539
1.5425
1.5501
1.5402
1.4537
1.4135
1.4627
1.7606
1.7225
1.6512
1.6152
1.717
1.6581
1.9708
1.9936
2.0806
2.2562
2.4569
2.428
2.4512
2.3068
2.3368
2.3801
2.2488
2.1337
2.3514
2.3769
2.2631
2.1606
2.119
1.8425
1.6309
1.5849
1.6354
1.6052
1.5815
1.6459
1.2633
1.2473
1.0041
0.9805
1.1491
0.4331
0.8369
0.8478
0.5559
-0.097
-1.1597
-1.3098
-1.117
-1.2888
-0.7931
-1.0809
-0.6163
-1.1861
-3.4565
-2.1709
-1.668
-1.589
-1.4188
-1.3842
-1.3593
-1.2772
-1.1274
-0.9934
-1.0542
-1.2803
-1.5355
-1.481
-1.2858
-1.8735
-1.5027
-1.8623
-1.5636
-1.6427
-1.5178
-1.5773
-1.1762
-1.0356
-1.0438
-1.4454
-0.8967
-1.0102
-1.7978
-1.6045
-1.9334
