datetime,AUDCAD,AUDNZD,USDCHF,AUDUSD,NZDCAD,GBPAUD,CADJPY,EURAUD,CHFJPY,USDCAD,GBPJPY,GBPUSD,EURUSD,EURJPY,USDJPY
2026-06-04 00:00:00+00:00,2.4335,1.5992,1.0347,1.8202,1.3871,1.1431,2.4565,0.8802,0.8004,0.695,1.0499,0.3055,0.0351,-0.0682,0.2417
2026-06-05 00:00:00+00:00,2.4335,1.5992,1.0722,1.8352,1.3871,1.1469,2.4534,0.8846,0.8068,0.6897,1.0499,0.3055,0.0414,-0.0682,0.2483
2026-06-07 20:00:00+00:00,2.4245,1.5992,1.0638,1.8331,1.3775,1.1148,2.4703,0.87,0.8021,0.6526,1.0655,0.2942,0.0358,-0.0536,0.2487
2026-06-08 20:00:00+00:00,2.4267,1.5992,1.0504,1.8296,1.404,1.1086,2.4596,0.9044,0.7817,0.6325,1.0885,0.3245,0.0382,-0.043,0.2635
2026-06-09 20:00:00+00:00,2.4231,1.6209,1.0357,1.8119,1.4194,1.0376,2.473,0.8901,0.7825,0.6385,1.0885,0.3448,0.0484,-0.0348,0.2547
2026-06-10 20:00:00+00:00,2.3576,1.61,1.0188,1.7557,1.4416,0.9393,2.473,0.8332,0.785,0.7149,1.0885,0.3448,0.0632,-0.0348,0.2456
2026-06-11 20:00:00+00:00,2.4655,1.6419,1.0994,1.8552,1.459,0.9659,2.4871,0.8889,0.8332,0.7122,1.0885,0.3578,0.0751,-0.0348,0.2708
2026-06-12 20:00:00+00:00,2.4655,1.6367,1.0994,1.8539,1.459,0.9671,2.4916,0.8976,0.8112,0.6978,1.0885,0.3578,0.0751,-0.0348,0.2708
2026-06-15 16:00:00+00:00,2.4655,1.6367,1.0994,1.8823,1.459,0.9756,2.4979,0.9199,0.8381,0.6914,1.0987,0.3578,0.0859,-0.0322,0.2708
2026-06-16 16:00:00+00:00,2.4655,1.6493,1.0994,1.8823,1.459,0.9756,2.5188,0.9199,0.8392,0.6848,1.1015,0.3578,0.0859,-0.0347,0.2708
2026-06-17 16:00:00+00:00,2.4808,1.6509,1.0986,1.8816,1.459,0.9756,2.4709,0.9199,0.8446,0.605,1.1029,0.3573,0.0855,-0.0225,0.2705
2026-06-18 16:00:00+00:00,2.5138,1.6628,1.064,1.9117,1.459,0.9609,2.559,0.9223,0.89,0.5925,1.1079,0.2982,0.057,0.0113,0.2432
2026-06-19 16:00:00+00:00,2.5172,1.6678,1.0304,1.909,1.459,1.0074,2.549,0.9307,0.8892,0.5573,1.1298,0.3663,0.0789,0.0255,0.2584
2026-06-22 12:00:00+00:00,2.5306,1.6554,0.9926,1.8982,1.459,1.0151,2.5972,0.9307,0.8705,0.5607,1.1566,0.3863,0.0245,0.0255,0.2235
2026-06-23 12:00:00+00:00,2.5308,1.7,0.9748,1.7338,1.4339,1.0113,2.5991,0.9417,0.8641,0.5313,1.1566,0.2956,-0.06,0.0135,0.2143
2026-06-24 12:00:00+00:00,2.5207,1.7093,0.9147,1.7036,1.4073,1.003,2.592,0.9532,0.8368,0.4717,1.158,0.2468,-0.0788,-0.0029,0.1769
2026-06-25 12:00:00+00:00,2.5232,1.7111,0.9425,1.7516,1.3926,0.9974,2.6097,0.9576,0.8841,0.4724,1.1705,0.3334,-0.0391,0.0334,0.1837
2026-06-26 12:00:00+00:00,2.5126,1.7111,0.9562,1.7568,1.3796,0.9612,2.6126,0.9375,0.9023,0.4824,1.1705,0.3404,-0.0266,0.0547,0.1802
2026-06-29 08:00:00+00:00,2.5211,1.7111,0.9562,1.7532,1.4278,0.9418,2.6126,0.9223,0.9023,0.4824,1.1705,0.3582,-0.0159,0.0547,0.1506
2026-06-30 08:00:00+00:00,2.5264,1.7111,0.9562,1.7523,1.4787,0.9062,2.6126,0.9422,0.9134,0.4713,1.1632,0.3582,-0.0159,0.0652,0.1214
2026-07-01 08:00:00+00:00,2.5482,1.7135,0.9562,1.7848,1.4787,0.9163,2.6122,1.0092,0.9224,0.4924,1.1876,0.3582,-0.0159,0.0737,0.085
2026-07-02 08:00:00+00:00,2.5482,1.7216,0.984,1.8107,1.4787,0.8574,2.6184,1.0092,0.9224,0.5024,1.2151,0.3554,-0.0059,0.0794,0.1756
2026-07-03 08:00:00+00:00,2.5482,1.7233,0.9771,1.8107,1.4799,0.9086,2.6131,1.0092,0.9224,0.5024,1.2151,0.3098,0.0057,0.0865,0.1996
2026-07-06 04:00:00+00:00,2.5482,1.7305,0.9982,1.8107,1.4909,0.9135,2.634,1.0092,0.9219,0.5024,1.1999,0.3182,0.0057,0.0893,0.2096
2026-07-07 04:00:00+00:00,2.5629,1.7305,0.9982,1.8226,1.4909,0.8866,2.634,1.0092,0.9339,0.5024,1.1883,0.2913,0.0057,0.0968,0.2096
2026-07-08 04:00:00+00:00,2.5629,1.7314,0.9982,1.8226,1.4909,0.9001,2.6332,1.0092,0.9339,0.5024,1.1711,0.3106,0.0057,0.0968,0.2096
2026-07-09 04:00:00+00:00,2.5789,1.7277,1.0112,1.8226,1.4909,0.8552,2.6337,1.0092,0.9384,0.5024,1.0933,0.2353,0.0057,0.0883,0.2189
2026-07-10 04:00:00+00:00,2.5789,1.6699,1.0112,1.8367,1.4524,0.8677,2.6434,1.0092,0.9438,0.5127,1.1615,0.1937,0.0057,0.1043,0.2301
2026-07-13 00:00:00+00:00,2.5789,1.6627,1.0112,1.8367,1.48,0.9324,2.6434,1.0188,0.9457,0.5235,1.1716,0.2054,0.0057,0.1043,0.242
2026-07-14 00:00:00+00:00,2.5849,1.5488,1.0009,1.8367,1.4321,0.9324,2.6363,1.0188,0.95,0.5335,1.167,0.2054,0.0122,0.1043,0.242
2026-07-15 00:00:00+00:00,2.5925,1.5669,1.0273,1.8231,1.4571,0.9278,2.5766,1.0247,0.9781,0.5004,1.1062,0.2161,0.0151,0.1043,0.242
2026-07-16 00:00:00+00:00,2.5925,1.5432,1.0456,1.8062,1.3744,0.9626,2.5777,1.0522,0.9862,0.4977,1.0132,0.214,0.0156,0.1065,0.242
2026-07-17 00:00:00+00:00,2.5925,1.535,1.0456,1.8383,1.4356,0.9704,2.5314,1.0598,0.9896,0.491,1.0266,0.2589,0.0262,0.1145,0.242
2026-07-19 20:00:00+00:00,2.6007,1.5292,1.0456,1.8649,1.5159,0.9704,2.4812,1.0631,0.9896,0.4799,1.0262,0.268,0.0262,0.1202,0.242
2026-07-20 20:00:00+00:00,2.6062,1.5408,1.0456,1.865,1.4982,0.9823,2.5042,1.0515,0.9896,0.5622,1.0367,0.268,0.0262,0.1202,0.242
2026-07-21 20:00:00+00:00,2.6051,1.5856,1.042,1.8869,1.5487,0.9625,2.5036,1.0348,0.9896,0.5622,1.0463,0.2706,0.0273,0.1167,0.2171
2026-07-22 20:00:00+00:00,2.6201,1.5856,1.0302,1.897,1.5487,0.9787,2.5066,1.0633,0.9896,0.5622,1.0463,0.2683,0.0318,0.113,0.2502
2026-07-23 20:00:00+00:00,2.6201,1.5987,0.9856,1.9082,1.5461,0.9572,2.4664,1.0644,0.9896,0.5622,1.0463,0.2278,0.0261,0.0993,0.2059
2026-07-24 20:00:00+00:00,2.6201,1.6109,0.9706,1.9082,1.5634,0.9422,2.4809,1.0234,0.9896,0.5622,1.0463,0.2324,0.0452,0.1071,0.2078
2026-07-27 16:00:00+00:00,2.6201,1.6008,0.9436,1.9082,1.5634,0.8789,2.5366,1.0053,0.9896,0.5622,1.0463,0.2055,0.0559,0.1091,0.2076
2026-07-28 16:00:00+00:00,2.6201,1.6223,0.936,1.9082,1.5776,0.9256,2.5397,1.0504,0.9896,0.5622,1.0463,0.206,0.0638,0.1175,0.1887
2026-07-29 16:00:00+00:00,2.6565,1.6251,1.0252,1.9379,1.5925,0.9864,2.552,1.0154,1.0004,0.5681,1.0548,0.2845,0.0634,0.1016,0.2525
2026-07-30 16:00:00+00:00,2.6744,1.6175,1.0165,1.9284,1.5876,1.0002,2.5888,1.0813,1.0031,0.5449,1.0924,0.2981,0.0493,0.1817,0.1684
2026-07-31 16:00:00+00:00,2.6744,1.6002,1.0477,1.9546,1.5909,1.0002,2.5411,1.0813,0.9655,0.5923,1.0626,0.3082,0.1239,0.1575,0.1291
2026-08-03 12:00:00+00:00,2.6744,1.5854,1.0719,1.9737,1.6569,1.0163,2.2541,1.0851,0.6788,0.5998,0.8434,0.3281,0.1351,-0.0341,-0.0227
2026-08-04 12:00:00+00:00,2.6736,1.6087,1.0719,1.9744,1.646,1.0138,2.2919,1.0944,0.7074,0.5998,0.9376,0.3281,0.1317,0.0579,0.0403
2026-08-05 12:00:00+00:00,2.6846,1.6439,1.0792,1.9751,1.6728,1.0138,2.3239,1.0944,0.7279,0.6031,0.9864,0.324,0.1201,0.1259,0.0759
2026-08-06 12:00:00+00:00,2.6905,1.6439,1.0858,1.9978,1.6728,1.0138,2.3408,1.0944,0.729,0.6089,1.0777,0.3274,0.1493,0.1843,0.1799
2026-08-07 12:00:00+00:00,2.6905,1.6439,1.0941,1.9971,1.6728,1.0138,2.3564,1.0944,0.7494,0.6084,0.9422,0.3335,0.1298,0.1381,0.0067
2026-08-10 08:00:00+00:00,2.6905,1.6439,1.0997,1.9964,1.6728,1.0138,2.3559,1.0944,0.7803,0.6175,0.9557,0.3313,0.1379,0.2401,0.0346
2026-08-11 08:00:00+00:00,2.7044,1.654,1.0997,2.0061,1.6847,1.0138,2.371,1.0944,0.7803,0.6171,0.9551,0.3477,0.1548,0.2436,0.0346
2026-08-12 08:00:00+00:00,2.7044,1.6477,1.0997,1.9981,1.6782,1.0138,2.3807,1.0944,0.7803,0.61,0.9421,0.3148,0.1478,0.2487,0.0346
2026-08-13 08:00:00+00:00,2.7044,1.6445,1.1237,2.0258,1.6619,1.0138,2.3852,1.1033,0.7803,0.6381,0.9472,0.3469,0.1674,0.2487,0.0346
2026-08-14 08:00:00+00:00,2.7044,1.6825,1.1237,2.0252,1.7013,1.0138,2.3851,1.1033,0.7947,0.5926,0.9356,0.3464,0.167,0.2484,0.0346
2026-08-17 04:00:00+00:00,2.7044,1.6825,1.1263,1.9681,1.7137,1.0132,2.3842,1.1032,0.7901,0.5665,0.9156,0.3337,0.1334,0.2509,0.0346
2026-08-18 04:00:00+00:00,2.7044,1.6736,1.1373,2.0257,1.7127,1.0129,2.3263,1.1197,0.803,0.5787,0.8811,0.3631,0.1704,0.2317,0.0354
2026-08-19 04:00:00+00:00,2.7044,1.6932,1.1373,2.0573,1.7273,1.0231,2.3752,1.1276,0.811,0.5921,0.8979,0.3696,0.1449,0.2461,0.0438
2026-08-20 04:00:00+00:00,2.7044,1.6816,1.1265,2.0552,1.7273,1.034,2.3996,1.1364,0.7994,0.4869,0.9423,0.318,0.0774,0.2379,0.0435
2026-08-21 04:00:00+00:00,2.7215,1.7144,1.1775,2.032,1.7273,1.034,2.3668,1.1495,0.8109,0.4702,0.934,0.3005,0.0984,0.2076,0.0571
2026-08-24 00:00:00+00:00,2.7215,1.7189,1.1786,2.0059,1.7296,1.0437,2.3846,1.156,0.7976,0.5011,0.9147,0.2932,0.1256,0.2057,0.0571
2026-08-25 00:00:00+00:00,2.7404,1.7189,1.2089,2.0294,1.717,1.0449,2.4213,1.16,0.8258,0.5242,0.895,0.3176,0.1371,0.1858,0.0571
2026-08-26 00:00:00+00:00,2.7095,1.73,1.2212,1.9565,1.7551,1.0443,2.4213,1.1594,0.8414,0.5242,0.9092,0.3043,0.1481,0.217,0.0571
2026-08-27 00:00:00+00:00,2.6857,1.7448,1.2212,1.9531,1.7681,1.0125,2.4213,1.1531,0.8414,0.5242,0.9313,0.357,0.1558,0.1826,0.0571
2026-08-28 00:00:00+00:00,2.6817,1.739,1.2212,1.9188,1.7681,0.9791,2.4213,1.1197,0.8509,0.5242,0.9313,0.357,0.1558,0.1807,0.0571
2026-08-30 20:00:00+00:00,2.7119,1.7421,1.217,1.9334,1.7681,1.0251,2.4213,1.1307,0.8616,0.5246,0.9313,0.3508,0.1502,0.2133,0.0633
2026-08-31 20:00:00+00:00,2.7496,1.7245,1.231,1.9334,1.7737,1.0037,2.4213,1.1418,0.8616,0.5319,0.9313,0.3543,0.1621,0.2133,0.0818
2026-09-01 20:00:00+00:00,2.7496,1.7075,1.2181,1.9416,1.7986,1.0737,2.4213,1.156,0.8616,0.5319,0.9313,0.3309,0.1597,0.2133,0.0735
2026-09-02 20:00:00+00:00,2.7496,1.6176,1.1973,1.9529,1.6919,1.0743,2.4368,1.1658,0.8363,0.5425,0.8801,0.2988,0.177,0.1811,0.1049
2026-09-03 20:00:00+00:00,2.7496,1.6269,1.2526,1.9449,1.7253,1.0678,2.3295,1.1569,0.6261,0.5377,0.7228,0.3842,0.1845,0.0338,-0.075
